facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,inspection_date,hours_since_cleaning,hygiene_risk
F0533,Hingna,Mall Washroom,4.3,6.9,70.7,Yes,456,9,2026-08-25,4.6,High
F0534,Wardha Road,Public Washroom,3.4,9.1,77.3,Yes,307,6,2026-06-19,0.5,High
F0535,Manish Nagar,Mall Washroom,7.9,2.9,70.3,Yes,552,2,2026-03-01,13.9,Medium
F0536,Sadar,Transit Washroom,5.6,6.7,34.4,Yes,815,7,2026-06-04,3.5,Medium
F0537,Sitabuldi,Office Washroom,6.1,5.5,52.4,No,57,9,2026-09-14,4.4,High
F0538,Kamptee Road,Mall Washroom,6.7,3.5,55.3,Yes,357,5,2026-02-20,11.0,Medium
F0539,Wardha Road,School Washroom,7.7,3.3,46.2,Yes,479,3,2026-02-14,0.9,Low
F0540,Wardha Road,Office Washroom,6.9,4.6,35.7,Yes,428,3,2026-04-18,10.7,Medium
F0541,Sadar,Transit Washroom,6.9,5.1,33.5,Yes,645,4,2026-02-22,1.2,Medium
F0542,Manish Nagar,Transit Washroom,6.7,3.6,51.6,Yes,379,3,2026-02-06,2.1,Medium
F0543,Sitabuldi,Mall Washroom,8.2,1.8,31.4,No,446,5,2026-07-20,0.5,Medium
F0544,Kamptee Road,Public Washroom,6.9,2.7,29.2,Yes,334,1,2026-04-12,2.8,Low
F0545,Mihan,Office Washroom,9.5,1.1,9.2,Yes,455,0,2026-08-27,18.9,Low
F0546,Wardha Road,School Washroom,6.8,4.9,38.3,No,419,8,2026-06-19,1.5,High
F0547,Hingna,Mall Washroom,5.7,5.3,62.8,Yes,593,4,2026-02-22,2.5,Medium
F0548,Sadar,Transit Washroom,8.4,2.9,14.5,Yes,501,0,2026-07-31,3.8,Low
F0549,Kamptee Road,Mall Washroom,6.4,5.4,39.3,Yes,438,0,2026-06-25,8.9,Medium
F0550,Wardha Road,Transit Washroom,8.6,2.6,45.2,Yes,690,2,2026-08-26,5.0,Low
F0551,Mihan,Mall Washroom,8.1,3.7,24.0,Yes,639,1,2026-06-17,8.7,Low
F0552,Sitabuldi,Mall Washroom,4.4,6.3,57.2,Yes,791,4,2026-01-01,7.6,High
F0553,Hingna,Mall Washroom,7.8,4.5,17.6,Yes,614,2,2026-06-05,8.6,Low
F0554,Manish Nagar,Public Washroom,8.7,3.5,22.3,Yes,1074,3,2026-03-07,3.9,Low
F0555,Hingna,Mall Washroom,4.8,7.4,79.4,Yes,542,9,2026-05-01,3.3,High
F0556,Mihan,Office Washroom,3.5,6.0,60.0,Yes,234,7,2026-03-30,1.8,High
F0557,Nagpur Central,Office Washroom,7.1,5.1,61.9,Yes,237,4,2026-02-06,36.0,High
F0558,Mihan,Mall Washroom,5.5,5.2,36.6,Yes,522,5,2026-08-01,7.7,Medium
F0559,Civil Lines,School Washroom,4.8,5.4,65.9,Yes,667,5,2026-01-04,4.5,High
F0560,Civil Lines,School Washroom,7.4,4.1,27.0,Yes,195,4,2026-01-20,3.4,Low
F0561,Mihan,Transit Washroom,6.1,4.3,25.8,Yes,469,8,2026-05-24,9.9,Medium
F0562,Kamptee Road,Transit Washroom,5.8,7.6,63.7,Yes,73,5,2026-02-09,24.2,High
F0563,Wardha Road,Hospital Washroom,6.2,5.2,32.7,Yes,747,2,2026-08-04,5.4,Medium
F0564,Mihan,Transit Washroom,7.0,3.9,42.6,No,428,4,2026-02-01,6.2,Medium
F0565,Manish Nagar,Office Washroom,6.7,4.7,67.1,Yes,405,6,2026-05-23,2.5,Medium
F0566,Mihan,Hospital Washroom,7.5,2.7,27.0,Yes,413,1,2026-03-19,18.1,Low
F0567,Civil Lines,Office Washroom,6.9,3.2,35.0,Yes,188,3,2026-03-16,14.9,Medium
F0568,Sadar,Transit Washroom,7.1,5.0,18.2,Yes,189,4,2026-03-27,9.7,Low
F0569,Hingna,Mall Washroom,6.2,3.6,31.5,Yes,142,2,2026-04-30,1.4,Low
F0570,Hingna,Mall Washroom,7.4,3.2,20.1,Yes,453,3,2026-08-18,19.7,Medium
F0571,Wardha Road,Hospital Washroom,5.5,7.0,58.6,Yes,402,7,2026-05-20,3.3,High
F0572,Kamptee Road,Hospital Washroom,4.2,6.7,70.5,Yes,136,8,2026-04-10,10.4,High
F0573,Wardha Road,Office Washroom,3.8,3.5,67.0,Yes,459,4,2026-08-17,0.5,Medium
F0574,Civil Lines,Mall Washroom,7.6,3.2,23.1,Yes,374,2,2026-04-22,6.8,Low
F0575,Dharampeth,Mall Washroom,9.8,3.5,30.1,Yes,584,0,2026-04-05,10.8,Low
F0576,Wardha Road,Hospital Washroom,3.7,7.7,79.4,Yes,644,8,2026-08-07,36.0,High
F0577,Dharampeth,School Washroom,6.8,4.6,43.1,Yes,216,5,2026-08-14,0.5,Medium
F0578,Sadar,Transit Washroom,6.0,5.9,46.8,Yes,365,4,2026-08-09,5.8,Medium
F0579,Sitabuldi,Mall Washroom,3.8,5.0,66.4,Yes,329,6,2026-09-12,6.4,High
F0580,Kamptee Road,Mall Washroom,8.5,1.0,0.4,Yes,394,3,2026-01-02,17.6,Low
F0581,Dharampeth,Transit Washroom,8.5,1.9,0.7,Yes,595,2,2026-09-04,11.5,Low
F0582,Wardha Road,Transit Washroom,6.4,1.0,34.9,Yes,405,4,2026-02-16,36.0,Medium
F0583,Manish Nagar,Mall Washroom,7.4,2.7,48.2,Yes,117,0,2026-04-08,1.7,Low
F0584,Sitabuldi,Public Washroom,4.7,5.8,63.9,Yes,20,5,2026-04-08,4.3,Medium
F0585,Nagpur Central,Public Washroom,7.5,5.4,21.0,Yes,289,2,2026-08-19,5.8,Low
F0586,Kamptee Road,Office Washroom,8.6,1.8,35.4,Yes,304,2,2026-08-23,8.0,Low
F0587,Sitabuldi,Public Washroom,6.3,3.8,65.8,Yes,586,6,2026-05-05,0.5,Medium
F0588,Dharampeth,Public Washroom,4.9,6.3,61.9,Yes,495,4,2026-02-02,1.4,Medium
F0589,Dharampeth,Mall Washroom,3.0,8.0,79.6,Yes,820,10,2026-06-16,12.5,High
F0590,Dharampeth,Public Washroom,6.1,4.3,43.6,Yes,530,2,2026-06-21,6.7,Medium
F0591,Sitabuldi,Public Washroom,5.9,7.3,55.5,Yes,614,5,2026-07-12,2.1,Medium
F0592,Hingna,Mall Washroom,5.9,5.5,45.0,Yes,738,4,2026-05-26,6.8,Medium
F0593,Civil Lines,Office Washroom,7.6,1.3,30.2,Yes,290,0,2026-01-20,5.6,Low
F0594,Sadar,Public Washroom,8.8,1.8,3.9,Yes,516,0,2026-05-01,4.1,Low
F0595,Manish Nagar,Public Washroom,10.0,1.0,0.0,No,132,1,2026-04-17,5.3,Low
F0596,Nagpur Central,Mall Washroom,7.0,4.8,62.4,Yes,674,4,2026-01-23,1.5,Medium
F0597,Sitabuldi,Public Washroom,5.5,6.2,52.3,No,734,9,2026-04-01,4.5,High
F0598,Wardha Road,Office Washroom,6.8,3.6,41.5,No,377,5,2026-04-12,3.0,Medium
F0599,Nagpur Central,School Washroom,6.7,3.2,60.4,Yes,638,5,2026-09-06,3.5,Medium
F0600,Manish Nagar,Office Washroom,8.5,4.3,50.9,Yes,339,3,2026-07-03,9.5,Low
F0601,Manish Nagar,Transit Washroom,6.2,5.1,35.9,Yes,355,2,2026-04-23,4.7,Medium
F0602,Dharampeth,School Washroom,8.0,4.3,50.8,No,669,6,2026-04-28,6.0,Medium
F0603,Sadar,Hospital Washroom,7.8,2.0,50.5,Yes,421,3,2026-05-07,2.5,Low
F0604,Nagpur Central,Public Washroom,3.3,6.9,76.3,No,889,10,2026-08-02,17.1,High
F0605,Sadar,Public Washroom,9.5,1.4,1.8,Yes,423,1,2026-09-11,12.4,Low
F0606,Nagpur Central,School Washroom,5.6,5.2,50.8,Yes,541,5,2026-02-16,2.6,Medium
F0607,Sitabuldi,Hospital Washroom,5.9,4.4,31.3,Yes,502,3,2026-07-27,28.1,Medium
F0608,Manish Nagar,School Washroom,6.6,3.0,27.0,Yes,278,2,2026-01-17,8.8,Low
F0609,Kamptee Road,Mall Washroom,6.5,2.5,,Yes,243,2,2026-01-29,8.7,Low
F0610,Kamptee Road,Mall Washroom,5.2,5.5,58.6,Yes,367,5,2026-02-04,3.4,Medium
F0611,Sadar,Hospital Washroom,6.6,3.7,33.7,Yes,665,4,2026-04-18,10.0,Medium
F0612,Kamptee Road,Transit Washroom,2.6,7.8,87.4,Yes,416,8,2026-09-06,3.2,High
F0613,Sadar,School Washroom,7.4,2.3,9.8,No,348,4,2026-02-03,4.5,Medium
F0614,Sitabuldi,School Washroom,8.5,3.6,32.8,Yes,515,2,2026-02-27,1.4,Low
F0615,Mihan,Mall Washroom,7.2,4.5,40.1,Yes,416,5,2026-08-04,8.6,Medium
F0616,Hingna,Transit Washroom,5.5,4.8,43.3,Yes,540,4,2026-06-21,22.1,Medium
F0617,Manish Nagar,Office Washroom,4.9,7.7,49.2,Yes,691,5,2026-03-09,13.8,High
F0618,Mihan,Office Washroom,6.9,4.3,30.2,Yes,329,6,2026-05-26,1.2,Medium
F0619,Sadar,Public Washroom,5.6,4.9,42.9,Yes,399,7,2026-03-24,9.2,Medium
F0620,Wardha Road,Hospital Washroom,4.5,7.6,64.6,Yes,420,7,2026-01-18,6.2,High
F0621,Wardha Road,Office Washroom,7.6,4.5,50.7,Yes,388,6,2026-08-23,0.5,Medium
F0622,Civil Lines,Mall Washroom,5.0,8.1,57.6,No,261,11,2026-05-29,4.8,High
F0623,Manish Nagar,Public Washroom,7.9,4.4,43.5,Yes,298,4,2026-03-01,9.9,Medium
F0624,Manish Nagar,Office Washroom,5.8,3.2,65.4,Yes,491,5,2026-04-24,7.7,Medium
F0625,Wardha Road,School Washroom,8.7,2.5,4.0,Yes,540,2,2026-01-29,5.4,Low
F0626,Kamptee Road,Public Washroom,8.0,4.5,52.0,Yes,304,4,2026-08-17,3.2,Low
F0627,Sitabuldi,Transit Washroom,7.2,6.5,36.4,Yes,202,3,2026-08-01,1.3,Medium
F0628,Dharampeth,Public Washroom,2.4,8.0,75.9,Yes,697,8,2026-07-12,3.1,High
F0629,Manish Nagar,Transit Washroom,2.9,9.7,60.6,Yes,573,8,2026-07-15,10.6,High
F0630,Nagpur Central,Public Washroom,7.3,1.3,37.8,Yes,209,2,2026-04-25,10.1,Low
F0631,Nagpur Central,Public Washroom,7.3,4.6,23.7,Yes,188,3,2026-05-06,8.2,Low
F0632,Manish Nagar,Mall Washroom,7.6,3.5,17.4,No,260,5,2026-08-12,4.9,Medium
F0633,Wardha Road,School Washroom,4.4,3.4,68.0,Yes,236,5,2026-03-16,0.5,Medium
F0634,Nagpur Central,Hospital Washroom,8.9,2.6,16.7,Yes,397,3,2026-07-02,18.2,Low
F0635,Wardha Road,Mall Washroom,5.7,7.1,58.8,Yes,497,5,2026-06-15,10.9,High
F0636,Nagpur Central,Office Washroom,5.7,5.6,40.1,Yes,253,6,2026-03-15,3.2,Medium
F0637,Kamptee Road,Transit Washroom,4.6,6.3,47.9,No,449,9,2026-04-07,0.8,High
F0638,Mihan,Public Washroom,7.5,2.3,2.4,Yes,350,0,2026-08-02,12.2,Low
F0639,Sitabuldi,Mall Washroom,7.1,4.4,51.0,Yes,452,0,2026-06-25,1.1,Low
F0640,Sitabuldi,Office Washroom,8.4,1.9,48.2,Yes,663,5,2026-06-07,8.7,Low
F0641,Nagpur Central,Mall Washroom,6.9,4.5,31.0,Yes,71,3,2026-02-25,11.2,Low
F0642,Dharampeth,Transit Washroom,5.8,4.7,49.4,Yes,428,5,2026-02-19,8.3,Medium
F0643,Wardha Road,Office Washroom,7.5,6.2,39.7,Yes,617,7,2026-06-28,14.0,Medium
F0644,Kamptee Road,Office Washroom,4.7,7.7,40.4,Yes,347,6,2026-01-08,12.8,High
F0645,Wardha Road,Mall Washroom,5.4,2.3,64.5,Yes,754,8,2026-09-01,9.7,Medium
F0646,Kamptee Road,Office Washroom,4.4,5.4,54.4,No,516,10,2026-04-20,3.6,High
F0647,Dharampeth,Hospital Washroom,3.7,8.5,62.5,Yes,656,6,2026-01-21,5.1,High
F0648,Kamptee Road,School Washroom,7.6,2.1,34.1,Yes,400,0,2026-04-26,13.8,Low
F0649,Dharampeth,School Washroom,5.5,8.0,54.5,Yes,507,5,2026-09-09,4.8,High
F0650,Sitabuldi,Public Washroom,5.3,3.9,62.1,Yes,568,6,2026-02-22,6.7,Medium
F0651,Hingna,Hospital Washroom,5.6,6.1,59.9,Yes,833,4,2026-05-20,2.0,Medium
F0652,Dharampeth,Hospital Washroom,7.4,1.9,38.3,Yes,252,3,2026-02-25,11.0,Low
F0653,Hingna,Transit Washroom,5.0,6.1,60.2,Yes,410,5,2026-04-02,13.3,High
F0654,Mihan,Office Washroom,6.4,4.3,37.1,Yes,502,4,2026-09-10,10.4,Medium
F0655,Dharampeth,School Washroom,5.8,6.7,32.3,Yes,421,7,2026-08-09,5.8,Medium
F0656,Sitabuldi,School Washroom,6.8,1.8,49.3,Yes,563,4,2026-06-05,8.1,Medium
F0657,Mihan,Transit Washroom,4.9,6.6,39.7,Yes,669,4,2026-08-29,5.1,Medium
F0658,Manish Nagar,Hospital Washroom,5.6,6.3,38.4,Yes,20,4,2026-06-30,7.2,Medium
F0659,Dharampeth,School Washroom,8.8,2.9,32.1,Yes,581,3,2026-07-14,6.6,Low
F0660,Dharampeth,Hospital Washroom,3.8,6.5,78.7,Yes,342,6,2026-02-13,7.8,High
F0661,Mihan,Transit Washroom,7.3,4.2,32.5,Yes,415,2,2026-01-11,4.1,Low
F0662,Wardha Road,School Washroom,6.2,5.9,47.9,Yes,386,5,2026-04-16,5.0,Medium
F0663,Kamptee Road,Office Washroom,3.2,7.8,62.9,Yes,687,5,2026-02-08,4.3,High
F0664,Civil Lines,Public Washroom,6.5,4.4,47.7,No,301,8,2026-02-17,10.2,High
F0665,Manish Nagar,School Washroom,5.1,5.3,40.3,Yes,320,7,2026-09-16,3.2,Medium
F0666,Nagpur Central,Mall Washroom,8.0,2.4,19.6,Yes,427,4,2026-04-03,8.4,Low
F0667,Civil Lines,Mall Washroom,5.3,3.2,45.7,No,359,4,2026-08-11,10.2,High
F0668,Hingna,School Washroom,7.3,2.6,24.1,Yes,505,4,2026-06-03,8.7,Low
F0669,Hingna,Office Washroom,4.9,8.3,66.6,Yes,488,6,2026-05-01,13.0,High
F0670,Hingna,Mall Washroom,5.2,6.4,61.2,Yes,544,4,2026-08-12,6.2,Medium
F0671,Mihan,Public Washroom,7.5,3.0,34.0,Yes,482,1,2026-01-22,2.4,Low
F0672,Dharampeth,School Washroom,5.5,8.1,62.7,Yes,406,6,2026-07-06,23.3,High
F0673,Mihan,Public Washroom,9.3,1.0,22.6,Yes,512,0,2026-05-09,20.3,Low
F0674,Hingna,Office Washroom,5.9,5.1,56.0,Yes,290,6,2026-05-01,3.7,Medium
F0675,Wardha Road,Transit Washroom,7.1,4.5,52.9,Yes,385,2,2026-02-27,6.7,Medium
F0676,Manish Nagar,Public Washroom,6.5,2.8,53.3,No,805,5,2026-07-08,3.4,Medium
F0677,Kamptee Road,School Washroom,3.9,4.9,89.3,Yes,508,9,2026-05-10,0.5,High
F0678,Hingna,Public Washroom,5.0,4.8,89.9,Yes,472,5,2026-08-15,15.1,High
F0679,Mihan,Mall Washroom,8.0,2.3,40.7,Yes,406,3,2026-03-24,13.0,Low
F0680,Mihan,Mall Washroom,7.7,2.3,56.1,Yes,473,2,2026-09-09,0.6,Low
F0681,Hingna,Transit Washroom,3.3,9.0,66.5,Yes,20,6,2026-06-30,13.0,High
F0682,Mihan,Mall Washroom,4.3,6.5,45.8,Yes,304,3,2026-04-05,7.7,Medium
F0683,Civil Lines,Mall Washroom,7.7,4.3,24.3,Yes,292,0,2026-03-08,1.3,Low
F0684,Manish Nagar,Office Washroom,5.9,2.5,66.6,Yes,512,4,2026-06-17,1.4,Medium
F0685,Dharampeth,School Washroom,8.0,3.6,19.3,Yes,562,3,2026-04-28,6.3,Low
F0686,Wardha Road,Office Washroom,6.5,5.1,64.1,Yes,240,5,2026-02-15,2.3,Medium
F0687,Sadar,Hospital Washroom,7.3,3.5,33.4,No,199,5,2026-04-15,4.5,Medium
F0688,Sadar,School Washroom,5.6,5.0,67.5,Yes,614,4,2026-05-25,36.0,High
F0689,Dharampeth,Public Washroom,7.8,5.3,69.4,Yes,538,4,2026-08-23,4.5,Medium
F0690,Civil Lines,Hospital Washroom,8.9,1.0,27.4,No,308,5,2026-08-05,3.6,Low
F0691,Nagpur Central,Hospital Washroom,8.6,3.1,55.3,Yes,593,1,2026-01-24,3.3,Low
F0692,Civil Lines,Office Washroom,4.6,5.1,60.2,No,374,8,2026-01-22,16.7,High
F0693,Wardha Road,Public Washroom,6.3,6.2,71.3,Yes,238,4,2026-03-01,2.9,Medium
F0694,Civil Lines,Hospital Washroom,6.2,6.3,44.0,No,389,9,2026-05-15,4.2,High
F0695,Nagpur Central,Office Washroom,4.4,6.5,74.0,Yes,739,4,2026-08-14,22.5,High
F0696,Nagpur Central,School Washroom,4.9,6.7,66.0,Yes,407,8,2026-09-11,4.3,High
F0697,Sitabuldi,Office Washroom,4.5,8.1,45.3,Yes,453,6,2026-05-26,15.1,High
F0698,Kamptee Road,Transit Washroom,7.0,4.0,13.0,Yes,351,2,2026-01-03,36.0,Medium
F0699,Hingna,Hospital Washroom,8.2,5.5,28.6,Yes,688,2,2026-03-04,3.0,Low
F0700,Mihan,Mall Washroom,10.0,1.0,0.0,Yes,481,1,2026-09-03,13.3,Low
F0701,Sadar,Public Washroom,8.9,1.6,58.9,Yes,451,1,2026-03-08,22.6,Low
F0702,Hingna,Hospital Washroom,9.1,2.2,9.3,Yes,419,0,2026-02-17,6.9,Low
F0703,Dharampeth,Hospital Washroom,8.6,5.4,28.6,Yes,358,3,2026-03-20,1.3,Low
F0704,Wardha Road,Transit Washroom,4.9,4.7,58.8,Yes,306,7,2026-02-19,1.1,Medium
F0705,Hingna,Mall Washroom,7.0,5.3,30.6,Yes,542,3,2026-04-06,0.7,Low
F0706,Mihan,Transit Washroom,7.3,3.4,38.1,Yes,277,3,2026-03-21,8.7,Low
F0707,Sadar,Transit Washroom,4.8,5.0,55.0,No,658,9,2026-06-03,4.9,High
F0708,Dharampeth,School Washroom,7.2,2.3,45.2,Yes,659,3,2026-07-31,5.4,Low
F0709,Sitabuldi,School Washroom,5.1,4.5,55.9,Yes,598,7,2026-04-02,5.3,Medium
F0710,Civil Lines,Hospital Washroom,8.2,4.1,32.3,Yes,291,5,2026-08-19,10.6,Low
F0711,Kamptee Road,Public Washroom,4.1,9.3,68.6,Yes,289,7,2026-08-11,30.2,High
F0712,Manish Nagar,Transit Washroom,9.2,2.4,19.5,Yes,95,1,2026-09-07,15.2,Low
F0713,Dharampeth,Public Washroom,7.4,1.9,22.3,Yes,20,3,2026-04-08,12.2,Low
F0714,Dharampeth,Hospital Washroom,6.9,3.8,31.4,Yes,307,3,2026-04-08,2.1,Low
F0715,Mihan,Transit Washroom,6.5,3.8,37.4,No,481,5,2026-01-11,10.1,Medium
F0716,Hingna,School Washroom,7.1,4.0,49.8,Yes,275,4,2026-08-10,0.8,Low
F0717,Sadar,Mall Washroom,6.2,3.1,35.3,Yes,368,2,2026-09-07,5.0,Low
F0718,Dharampeth,School Washroom,5.0,6.2,58.0,Yes,265,5,2026-08-31,7.8,Medium
F0719,Civil Lines,Mall Washroom,4.4,5.3,48.2,Yes,505,4,2026-04-23,9.7,Medium
F0720,Hingna,Mall Washroom,6.8,3.3,56.9,Yes,365,3,2026-07-19,2.6,Medium
F0721,Sitabuldi,Office Washroom,5.4,4.6,16.7,Yes,531,4,2026-09-05,1.7,Medium
F0722,Kamptee Road,Public Washroom,5.6,6.0,69.7,Yes,20,7,2026-04-18,2.7,Medium
F0723,Hingna,Public Washroom,8.2,2.8,26.8,Yes,759,0,2026-06-22,14.7,Low
F0724,Kamptee Road,Hospital Washroom,6.3,4.2,40.5,Yes,420,5,2026-01-24,3.3,Medium
F0725,Dharampeth,Transit Washroom,9.4,1.0,30.8,Yes,216,4,2026-02-26,0.5,Low
F0726,Sadar,Hospital Washroom,5.3,3.7,36.7,Yes,188,3,2026-03-02,1.4,Medium
F0727,Dharampeth,Office Washroom,7.3,4.6,20.8,Yes,523,2,2026-03-12,0.8,Low
F0728,Sitabuldi,Public Washroom,5.0,4.7,62.4,Yes,441,8,2026-09-16,3.1,High
F0729,Hingna,School Washroom,6.1,6.9,30.1,Yes,587,2,2026-03-12,10.5,Medium
F0730,Sitabuldi,Public Washroom,5.8,7.6,35.1,No,98,7,2026-08-15,21.6,High
F0731,Sitabuldi,Transit Washroom,5.9,3.6,60.4,Yes,514,3,2026-01-19,11.1,Medium
F0732,Kamptee Road,Hospital Washroom,7.2,5.5,44.2,Yes,287,2,2026-07-25,2.6,Low
F0733,Kamptee Road,Transit Washroom,6.1,3.8,32.5,No,772,8,2026-04-16,7.1,High
F0734,Manish Nagar,Public Washroom,7.9,3.6,11.1,Yes,722,1,2026-04-12,3.9,Low
F0735,Kamptee Road,Hospital Washroom,8.1,3.2,25.5,Yes,73,2,2026-06-09,36.0,Medium
F0736,Hingna,Transit Washroom,7.2,3.8,28.9,Yes,515,1,2026-06-05,2.1,Low
F0737,Civil Lines,Mall Washroom,6.9,4.4,26.2,Yes,651,3,2026-06-02,0.5,Low
F0738,Wardha Road,Hospital Washroom,5.6,6.6,52.0,Yes,422,3,2026-04-30,9.4,Medium
F0739,Wardha Road,School Washroom,5.7,7.5,46.1,Yes,109,5,2026-04-09,5.5,Medium
F0740,Sadar,School Washroom,8.1,4.6,41.9,Yes,498,4,2026-09-01,16.5,Medium
F0741,Mihan,Mall Washroom,8.9,3.0,7.2,Yes,591,0,2026-08-14,15.4,Low
F0742,Sadar,School Washroom,5.0,8.4,52.6,Yes,671,8,2026-03-02,1.0,High
F0743,Nagpur Central,Transit Washroom,3.3,8.1,84.9,No,357,10,2026-05-29,6.9,High
F0744,Civil Lines,School Washroom,6.9,4.8,51.0,No,346,9,2026-03-14,11.7,High
F0745,Hingna,School Washroom,10.0,1.8,19.5,Yes,331,2,2026-01-23,5.0,Low
F0746,Sitabuldi,Transit Washroom,7.6,1.9,25.6,No,478,4,2026-03-09,9.5,Medium
F0747,Sadar,School Washroom,4.3,5.0,59.3,Yes,321,4,2026-07-18,0.7,Medium
F0748,Nagpur Central,Transit Washroom,4.5,6.3,65.1,Yes,263,6,2026-03-26,0.7,Medium
F0749,Civil Lines,Transit Washroom,4.2,5.2,56.9,Yes,725,8,2026-01-28,0.7,High
F0750,Manish Nagar,Office Washroom,5.7,5.8,65.5,No,805,11,2026-01-10,1.5,High
F0751,Wardha Road,School Washroom,6.5,6.5,55.0,Yes,275,4,2026-01-12,7.0,Medium
F0752,Manish Nagar,Office Washroom,6.7,4.4,44.5,Yes,359,4,2026-03-28,29.3,Medium
F0753,Manish Nagar,School Washroom,7.7,5.3,52.2,Yes,877,5,2026-01-30,0.5,Medium
F0754,Sadar,Office Washroom,6.1,5.5,51.6,No,403,11,2026-01-27,17.2,High
F0755,Dharampeth,School Washroom,6.4,2.9,21.0,Yes,446,5,2026-07-28,0.9,Low
F0756,Sadar,Transit Washroom,7.2,5.6,40.8,No,707,7,2026-02-21,6.6,High
F0757,Sadar,Transit Washroom,5.8,4.7,36.0,Yes,330,4,2026-03-28,5.2,Medium
F0758,Sitabuldi,Public Washroom,5.4,8.8,42.9,Yes,818,7,2026-05-29,24.4,High
F0759,Nagpur Central,Office Washroom,10.0,2.1,10.4,Yes,595,2,2026-05-25,36.0,Low
F0760,Hingna,Office Washroom,5.3,5.6,36.3,Yes,340,5,2026-05-24,1.1,Medium
F0761,Wardha Road,Hospital Washroom,2.7,6.2,68.9,Yes,732,8,2026-05-06,2.3,High
F0762,Nagpur Central,Public Washroom,4.3,7.5,97.6,Yes,531,7,2026-09-01,19.2,High
F0763,Kamptee Road,Public Washroom,5.5,4.3,69.8,Yes,220,5,2026-02-09,5.8,Medium
F0764,Hingna,Office Washroom,3.7,9.2,52.6,Yes,850,10,2026-07-03,3.5,High
F0765,Wardha Road,Office Washroom,8.2,1.0,35.4,Yes,418,5,2026-05-24,1.6,Low
F0766,Nagpur Central,Hospital Washroom,6.6,5.9,52.9,Yes,397,3,2026-07-05,5.1,Medium
F0767,Mihan,Office Washroom,3.4,7.7,70.1,No,413,11,2026-09-14,7.6,High
F0768,Dharampeth,Office Washroom,7.4,1.8,28.8,Yes,312,1,2026-03-07,0.5,Low
F0769,Kamptee Road,School Washroom,6.3,6.4,47.7,Yes,695,3,2026-05-10,1.6,Medium
F0770,Manish Nagar,Public Washroom,1.1,10.0,92.3,Yes,176,7,2026-07-28,2.9,High
F0771,Wardha Road,Public Washroom,5.5,4.2,37.3,No,713,8,2026-08-18,1.9,High
F0772,Dharampeth,Office Washroom,8.4,1.7,34.3,No,667,1,2026-08-05,1.9,Low
F0773,Manish Nagar,Office Washroom,7.0,5.1,57.1,Yes,548,7,2026-06-21,4.2,Medium
F0774,Civil Lines,Transit Washroom,6.9,4.8,46.4,Yes,616,5,2026-02-07,11.9,Medium
F0775,Sitabuldi,Public Washroom,5.6,5.6,44.8,No,467,6,2026-02-03,18.6,High
F0776,Manish Nagar,School Washroom,9.2,3.0,11.8,Yes,373,1,2026-01-27,8.5,Low
F0777,Civil Lines,Transit Washroom,4.3,7.7,39.6,Yes,663,5,2026-08-08,7.3,High
F0778,Dharampeth,Public Washroom,6.4,5.5,51.1,Yes,691,5,2026-02-25,6.6,Medium
F0779,Sitabuldi,Office Washroom,5.8,4.9,52.1,Yes,290,4,2026-08-16,7.6,Medium
F0780,Manish Nagar,Transit Washroom,8.4,2.9,29.6,Yes,202,1,2026-07-03,7.9,Low
F0781,Nagpur Central,Office Washroom,8.9,1.0,29.1,Yes,581,4,2026-03-16,3.5,Low
F0782,Dharampeth,Hospital Washroom,6.5,2.0,42.3,Yes,301,4,2026-04-14,1.7,Low
F0783,Hingna,Hospital Washroom,7.2,5.2,31.6,Yes,199,2,2026-06-03,14.3,Medium
F0784,Sadar,School Washroom,5.7,6.0,63.8,Yes,579,6,2026-04-25,0.5,Medium
F0785,Wardha Road,Public Washroom,5.4,4.9,50.1,Yes,20,5,2026-01-04,10.1,Medium
F0786,Nagpur Central,Public Washroom,7.6,3.7,35.1,Yes,393,4,2026-07-04,6.6,Low
F0787,Manish Nagar,Public Washroom,6.9,5.1,42.0,Yes,598,4,2026-04-01,14.1,Medium
F0788,Mihan,Office Washroom,7.7,5.2,35.5,Yes,454,3,2026-06-06,20.6,Medium
F0789,Sitabuldi,Office Washroom,5.1,6.8,64.2,Yes,666,4,2026-03-02,7.3,High
F0790,Nagpur Central,Transit Washroom,7.6,3.6,24.8,Yes,220,4,2026-05-06,28.3,Medium
F0791,Sadar,Mall Washroom,3.2,6.5,71.0,Yes,549,7,2026-09-08,7.4,High
F0792,Mihan,Transit Washroom,7.4,4.9,43.1,Yes,670,5,2026-07-11,10.4,Medium
F0793,Sadar,Office Washroom,4.8,6.5,43.7,Yes,671,6,2026-01-19,5.1,High
F0794,Wardha Road,Hospital Washroom,8.3,3.8,17.9,Yes,475,4,2026-03-22,3.6,Low
F0795,Mihan,School Washroom,5.4,5.4,66.5,Yes,550,4,2026-08-07,6.6,Medium
F0796,Dharampeth,Hospital Washroom,7.0,2.9,44.5,Yes,422,4,2026-05-16,4.4,Low
F0797,Nagpur Central,Transit Washroom,7.7,2.7,15.1,Yes,426,2,2026-07-04,2.4,Low
F0798,Sadar,Mall Washroom,7.3,4.0,45.1,Yes,298,6,2026-05-21,8.6,Medium
F0799,Hingna,School Washroom,5.6,5.0,65.2,Yes,154,5,2026-06-27,2.3,Medium
